price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
3534000.0,5908,3,1,1,no,yes,yes,yes,yes,3,no,furnished
5285000.0,3896,3,1,1,no,no,yes,yes,yes,0,no,furnished
3961000.0,4107,3,2,3,yes,no,no,no,no,0,no,semi-furnished
2629000.0,2797,4,2,1,yes,yes,no,yes,yes,0,no,furnished
1669000.0,3624,6,1,1,yes,yes,no,yes,no,1,yes,unfurnished
5377000.0,8333,5,2,4,no,yes,no,no,no,2,yes,semi-furnished
7346000.0,6324,3,1,2,yes,no,yes,yes,no,0,yes,semi-furnished
3579000.0,6959,2,2,2,yes,yes,yes,yes,yes,1,yes,semi-furnished
3798000.0,4945,2,2,1,no,yes,yes,yes,no,1,no,semi-furnished
5523000.0,6679,4,1,2,yes,no,yes,no,yes,2,yes,furnished
2360000.0,4836,1,2,1,no,yes,no,yes,no,0,no,unfurnished
2639000.0,3387,2,1,1,yes,no,yes,no,yes,1,yes,unfurnished
4555000.0,4426,4,1,2,yes,no,yes,yes,yes,0,no,semi-furnished
3948000.0,2905,4,1,3,no,no,yes,yes,yes,0,no,furnished
3984000.0,3230,2,2,1,no,no,yes,yes,yes,1,yes,furnished
3351000.0,5671,3,1,2,no,no,yes,no,yes,0,yes,semi-furnished
9329000.0,4544,4,2,2,no,no,yes,yes,yes,1,no,unfurnished
4041000.0,4748,3,1,4,no,yes,yes,no,yes,1,yes,unfurnished
8559000.0,7409,4,1,4,yes,no,yes,yes,no,1,yes,unfurnished
3430000.0,4462,1,1,2,yes,no,yes,yes,yes,0,yes,furnished
3571000.0,3527,3,2,2,yes,no,no,no,no,0,no,furnished
7575000.0,6893,1,1,2,yes,yes,no,no,no,3,yes,semi-furnished
3607000.0,4850,5,1,1,yes,yes,yes,yes,no,1,no,unfurnished
2946000.0,2900,1,1,2,yes,no,yes,no,yes,0,no,semi-furnished
5301000.0,10457,3,2,3,yes,yes,yes,no,yes,0,yes,unfurnished
3813000.0,4390,3,1,2,no,no,no,yes,yes,1,yes,semi-furnished
4181000.0,3693,7,1,2,no,yes,no,yes,no,0,yes,unfurnished
2459000.0,3972,3,4,2,no,no,yes,yes,yes,0,yes,furnished
5406000.0,5667,3,3,1,no,no,no,yes,no,0,yes,unfurnished
7747000.0,6914,3,2,4,yes,no,yes,yes,yes,4,yes,unfurnished
2877000.0,5016,5,2,2,no,yes,no,yes,no,0,yes,furnished
5742000.0,4530,4,3,1,yes,no,yes,yes,no,0,yes,furnished
7160000.0,6507,2,2,3,yes,no,no,no,yes,3,no,semi-furnished
7188000.0,8650,3,3,4,no,no,no,no,yes,0,yes,unfurnished
6087000.0,5492,2,2,1,yes,yes,no,no,yes,2,yes,furnished
5912000.0,5449,4,1,2,no,no,no,yes,no,0,yes,furnished
2024000.0,7063,2,1,1,no,no,no,no,yes,0,yes,semi-furnished
7102000.0,5599,2,1,1,no,no,no,yes,yes,0,no,semi-furnished
10100000.0,8205,2,2,1,no,no,no,yes,no,1,yes,semi-furnished
8688000.0,13875,2,1,2,yes,no,no,no,yes,2,no,unfurnished
7216000.0,8704,5,2,3,yes,yes,no,no,yes,3,no,unfurnished
4211000.0,4206,2,2,1,no,yes,no,yes,no,0,yes,furnished
4922000.0,11059,2,2,1,yes,yes,no,yes,no,2,yes,semi-furnished
6667000.0,10358,3,1,2,yes,yes,no,no,no,2,yes,unfurnished
5654000.0,4462,4,2,1,no,yes,no,yes,no,1,yes,unfurnished
3388000.0,4203,1,1,1,no,no,no,no,no,0,yes,semi-furnished
4603000.0,4607,3,2,1,no,yes,yes,no,yes,2,yes,unfurnished
7458000.0,8525,2,1,1,yes,yes,no,no,no,0,no,furnished
4860000.0,7105,2,1,2,yes,yes,no,yes,no,3,yes,semi-furnished
3844000.0,3802,1,2,1,no,yes,yes,no,yes,2,no,unfurnished
1675000.0,3918,3,2,2,no,no,yes,no,no,0,yes,semi-furnished
2827000.0,3057,2,1,1,no,yes,no,no,no,1,no,furnished
3200000.0,3266,1,1,2,yes,no,yes,no,yes,1,yes,furnished
5058000.0,3717,4,1,2,yes,yes,no,no,yes,1,yes,semi-furnished
4521000.0,5112,3,2,2,yes,yes,yes,no,no,0,no,semi-furnished
4072000.0,4625,3,1,1,no,no,no,yes,no,0,yes,furnished
3031000.0,3642,3,2,2,no,no,yes,no,yes,1,yes,unfurnished
5640000.0,4958,4,1,3,yes,yes,no,yes,no,3,yes,semi-furnished
3771000.0,1911,3,2,1,yes,no,no,yes,no,0,no,unfurnished
6054000.0,5519,4,2,1,yes,yes,no,yes,no,2,yes,unfurnished
2354000.0,1852,2,2,1,no,no,yes,yes,no,0,yes,semi-furnished
4897000.0,6335,2,2,2,yes,no,yes,no,yes,2,no,furnished
3212000.0,3391,2,1,2,no,yes,yes,no,no,2,yes,unfurnished
3715000.0,2751,2,2,2,yes,yes,no,yes,no,1,yes,semi-furnished
4836000.0,4200,4,2,1,no,no,no,no,yes,1,yes,semi-furnished
5489000.0,3566,2,2,1,no,no,no,yes,no,3,yes,semi-furnished
4722000.0,5097,5,2,3,yes,yes,yes,yes,yes,2,yes,semi-furnished
2836000.0,3730,2,1,2,no,yes,no,no,no,0,yes,semi-furnished
3248000.0,2750,3,1,1,no,yes,yes,no,yes,2,no,semi-furnished
5456000.0,4399,2,2,4,no,no,no,no,no,0,no,furnished
2845000.0,3300,4,1,3,yes,yes,yes,no,yes,0,no,furnished
9970000.0,8173,3,1,2,yes,no,yes,yes,no,1,no,semi-furnished
2067000.0,2378,3,1,1,no,no,yes,no,yes,0,no,furnished
5989000.0,4777,3,2,5,yes,yes,no,no,no,0,no,unfurnished
6892000.0,5779,5,2,2,no,no,no,yes,yes,0,no,furnished
9417000.0,6034,4,3,5,no,no,yes,yes,yes,0,yes,semi-furnished
7151000.0,8880,3,1,1,yes,no,yes,yes,no,3,no,unfurnished
4965000.0,2733,3,2,1,no,yes,no,yes,no,1,yes,unfurnished
3277000.0,3142,2,1,1,yes,yes,yes,yes,yes,0,yes,furnished
7942000.0,11805,4,1,3,yes,no,yes,no,no,0,yes,furnished
2381000.0,3372,3,1,2,no,yes,no,yes,no,1,yes,unfurnished
3744000.0,3364,2,1,1,no,no,yes,no,no,1,no,semi-furnished
4500000.0,2606,4,1,2,no,yes,yes,yes,yes,0,yes,unfurnished
3672000.0,2349,3,1,4,yes,yes,no,yes,no,2,no,unfurnished
4297000.0,8351,3,2,1,yes,yes,no,yes,no,3,yes,furnished
6309000.0,6330,2,2,3,yes,no,yes,no,no,2,yes,furnished
4323000.0,3431,1,2,1,no,no,yes,no,no,0,no,unfurnished
2184000.0,3670,3,1,2,no,no,no,no,yes,0,yes,semi-furnished
5416000.0,6738,2,1,1,yes,no,no,yes,no,1,no,furnished
2822000.0,4095,2,2,1,yes,no,yes,yes,yes,0,yes,unfurnished
6357000.0,5014,4,1,2,yes,yes,no,yes,no,2,no,furnished
5063000.0,1942,5,1,3,yes,no,yes,no,yes,1,no,furnished
3604000.0,4774,4,2,3,no,yes,yes,no,yes,0,no,semi-furnished
2725000.0,7430,3,1,1,yes,no,no,no,yes,0,no,furnished
6147000.0,6223,4,2,3,yes,yes,no,no,yes,1,no,semi-furnished
5492000.0,5848,4,1,2,yes,yes,no,no,yes,0,no,furnished
7094000.0,6562,4,2,3,yes,no,no,no,yes,1,no,furnished
3119000.0,4191,2,1,2,yes,yes,yes,no,no,2,yes,unfurnished
7647000.0,4132,4,1,1,yes,yes,no,no,no,1,yes,unfurnished
4168000.0,3466,3,1,1,yes,yes,yes,no,yes,1,no,furnished
4850000.0,8315,4,2,1,yes,no,no,no,yes,1,no,furnished
2904000.0,2798,2,2,3,no,yes,no,yes,no,0,yes,unfurnished
4878000.0,3530,4,2,2,no,no,yes,no,no,1,no,unfurnished
4545000.0,5554,2,2,1,yes,no,no,no,yes,0,no,semi-furnished
3112000.0,4157,2,1,2,no,yes,no,no,no,1,no,unfurnished
4905000.0,4654,3,1,1,yes,yes,no,no,yes,0,yes,unfurnished
2133000.0,5170,2,1,1,yes,yes,no,yes,yes,0,yes,semi-furnished
4200000.0,6227,2,1,2,yes,yes,yes,no,yes,2,yes,furnished
6386000.0,6307,3,1,2,no,no,no,no,no,0,yes,furnished
5401000.0,6607,2,3,1,yes,no,no,no,yes,0,yes,furnished
7511000.0,7285,2,2,4,no,no,yes,no,yes,3,yes,unfurnished
5251000.0,2605,2,1,2,yes,yes,yes,no,no,0,yes,semi-furnished
5080000.0,10652,3,2,1,no,no,yes,yes,no,1,no,semi-furnished
3587000.0,3659,2,2,3,no,no,no,no,no,0,no,unfurnished
5191000.0,3460,4,2,1,no,yes,no,no,no,2,yes,semi-furnished
2914000.0,2753,3,1,1,no,no,no,yes,no,0,no,unfurnished
9315000.0,8480,3,3,3,no,yes,no,no,yes,1,yes,unfurnished
5273000.0,6279,2,2,1,no,no,no,yes,yes,1,yes,semi-furnished
4605000.0,4022,4,1,3,no,yes,no,yes,yes,2,no,semi-furnished
3285000.0,4432,2,1,1,no,yes,yes,no,yes,1,yes,unfurnished
7473000.0,6030,4,2,5,yes,no,no,yes,yes,0,yes,semi-furnished
3079000.0,3446,2,2,1,no,no,no,no,yes,1,yes,unfurnished
6609000.0,8744,4,3,5,no,yes,yes,yes,no,2,yes,furnished
6326000.0,2780,3,3,3,no,no,yes,yes,no,1,yes,semi-furnished
3508000.0,4271,2,1,2,no,no,no,no,yes,1,no,semi-furnished
6530000.0,5519,4,3,5,yes,yes,yes,yes,yes,0,yes,semi-furnished
4718000.0,6186,3,3,1,no,yes,yes,no,no,1,no,semi-furnished
2961000.0,1958,2,2,2,no,no,yes,yes,yes,0,no,semi-furnished
5633000.0,6610,4,3,2,no,yes,no,no,no,2,yes,semi-furnished
3583000.0,3896,3,1,1,no,no,no,yes,no,1,yes,unfurnished
3355000.0,3332,1,2,2,no,yes,yes,yes,no,0,no,semi-furnished
3631000.0,3546,3,1,3,yes,yes,yes,no,yes,0,no,semi-furnished
3008000.0,3059,1,1,3,yes,no,yes,no,yes,0,yes,unfurnished
8464000.0,5510,3,2,5,no,yes,no,yes,no,0,no,furnished
2864000.0,3673,4,1,1,yes,no,yes,no,yes,1,no,furnished
2453000.0,4122,2,1,1,yes,no,yes,no,yes,0,yes,unfurnished
2741000.0,3994,4,1,3,no,yes,yes,no,no,1,yes,semi-furnished
5122000.0,3735,3,1,3,no,no,yes,no,no,0,no,semi-furnished
4263000.0,4617,3,1,1,no,yes,yes,yes,yes,0,yes,unfurnished
3976000.0,4407,4,1,3,no,yes,yes,yes,no,0,yes,semi-furnished
3489000.0,2013,2,2,4,no,yes,no,yes,no,0,yes,semi-furnished
6042000.0,4100,5,2,2,yes,yes,no,no,no,3,yes,semi-furnished
4108000.0,3954,3,1,1,yes,no,yes,yes,no,1,yes,unfurnished
4094000.0,7371,4,2,3,yes,yes,no,no,no,1,no,furnished
3646000.0,3819,4,1,3,yes,yes,no,yes,yes,1,no,semi-furnished
13804000.0,8242,5,1,1,yes,yes,no,yes,yes,3,yes,unfurnished
2490000.0,6414,1,1,1,no,yes,yes,no,yes,0,yes,semi-furnished
2676000.0,2917,3,1,1,no,yes,no,yes,no,0,no,semi-furnished
7378000.0,4236,4,1,5,no,yes,no,yes,yes,0,yes,unfurnished
4917000.0,5461,4,2,1,yes,yes,no,no,no,3,no,semi-furnished
3156000.0,4232,4,1,1,no,no,no,no,yes,2,no,semi-furnished
4564000.0,7549,3,1,2,yes,no,no,no,yes,4,yes,furnished
3158000.0,3126,3,1,1,no,yes,yes,no,yes,1,yes,semi-furnished
3849000.0,3414,7,2,1,yes,yes,no,no,no,0,no,furnished
3638000.0,2919,3,2,3,no,yes,yes,no,no,0,no,furnished
3171000.0,7887,4,2,1,yes,no,yes,yes,no,3,no,semi-furnished
3020000.0,2327,4,1,2,no,no,no,yes,yes,0,no,unfurnished
5954000.0,3297,3,2,2,yes,yes,yes,no,no,0,no,furnished
6344000.0,3253,5,1,3,no,no,no,no,yes,1,yes,furnished
3463000.0,2305,3,1,2,no,yes,no,yes,yes,0,no,semi-furnished
4394000.0,6778,3,1,3,yes,no,yes,no,yes,0,yes,semi-furnished
3081000.0,3145,1,1,1,yes,yes,no,no,yes,0,yes,unfurnished
4247000.0,2827,3,2,2,yes,yes,yes,yes,no,0,yes,furnished
5768000.0,7255,4,1,1,no,no,yes,yes,no,3,no,semi-furnished
9155000.0,17353,5,2,3,yes,yes,no,yes,yes,0,no,unfurnished
10848000.0,7518,4,2,3,yes,yes,yes,no,no,1,no,unfurnished
7407000.0,6249,5,2,2,no,no,yes,yes,no,3,yes,semi-furnished
4910000.0,3683,3,1,2,no,no,yes,no,no,0,yes,semi-furnished
2309000.0,3049,2,2,2,no,yes,no,yes,yes,0,no,furnished
2352000.0,6259,2,1,1,no,no,yes,no,yes,2,no,unfurnished
3634000.0,3375,3,2,1,yes,yes,no,yes,no,2,yes,unfurnished
3374000.0,3288,5,1,2,no,no,yes,no,no,0,no,furnished
3530000.0,2033,3,2,3,no,yes,yes,yes,yes,0,no,unfurnished
3889000.0,3427,3,2,1,yes,no,no,yes,no,0,yes,unfurnished
4576000.0,4886,4,1,1,yes,yes,yes,yes,no,1,yes,furnished
3895000.0,3176,1,1,1,no,no,yes,no,no,1,yes,unfurnished
3838000.0,6000,2,2,1,yes,yes,yes,yes,no,0,yes,unfurnished
4862000.0,5521,1,2,1,yes,no,yes,yes,yes,0,yes,unfurnished
3958000.0,8376,4,1,4,no,yes,yes,no,no,2,no,unfurnished
4030000.0,2643,2,2,2,no,yes,yes,no,no,0,no,semi-furnished
4435000.0,2038,2,1,2,yes,yes,yes,no,yes,0,no,unfurnished
2837000.0,9794,4,2,1,yes,no,yes,yes,yes,3,yes,unfurnished
2511000.0,2855,3,2,1,no,no,yes,no,yes,0,yes,furnished
2363000.0,3921,3,1,1,yes,yes,no,no,no,0,no,semi-furnished
2699000.0,7926,1,1,1,yes,yes,no,yes,yes,1,no,furnished
3961000.0,5671,4,1,1,yes,no,no,yes,no,0,no,furnished
3877000.0,4036,3,1,1,yes,yes,yes,yes,no,1,yes,furnished
3092000.0,3929,1,2,1,yes,no,no,yes,yes,2,yes,unfurnished
4977000.0,4990,3,1,2,no,no,yes,yes,yes,1,yes,semi-furnished
3846000.0,6255,2,1,1,no,no,yes,yes,no,0,no,furnished
2950000.0,3217,4,1,2,no,yes,no,yes,no,0,no,semi-furnished
2572000.0,3129,3,1,1,yes,yes,yes,yes,no,0,no,unfurnished
5387000.0,6597,4,1,1,yes,no,no,no,yes,0,no,furnished
8122000.0,5834,4,2,2,no,yes,yes,yes,no,2,no,unfurnished
7866000.0,12480,3,1,3,no,yes,no,no,no,2,no,furnished
5988000.0,6448,2,1,3,no,no,yes,yes,no,0,yes,unfurnished
2761000.0,3110,2,2,1,no,yes,yes,no,yes,0,no,semi-furnished
5669000.0,4697,3,1,3,yes,no,yes,yes,yes,0,no,unfurnished
8715000.0,10438,4,1,1,yes,no,yes,yes,no,0,yes,furnished
5797000.0,3524,5,2,3,no,no,yes,no,no,1,no,semi-furnished
5927000.0,6764,4,3,4,yes,no,yes,yes,no,1,no,semi-furnished
7165000.0,5944,2,3,4,yes,no,no,yes,yes,1,no,semi-furnished
4511000.0,4112,4,2,1,no,yes,no,yes,no,1,no,semi-furnished
5518000.0,7384,3,1,2,no,yes,yes,yes,no,2,yes,semi-furnished
2916000.0,3950,3,2,1,no,yes,no,no,yes,0,no,semi-furnished
4557000.0,3223,4,2,3,no,no,no,no,no,0,no,semi-furnished
4399000.0,5214,2,1,3,yes,no,yes,yes,no,1,yes,semi-furnished
7560000.0,6008,3,3,4,no,yes,no,yes,yes,1,no,furnished
5561000.0,6706,3,1,2,yes,yes,yes,no,no,0,yes,semi-furnished
2299000.0,2677,2,1,2,no,no,yes,no,yes,0,yes,semi-furnished
2555000.0,2992,3,1,3,no,yes,yes,yes,no,0,yes,semi-furnished
4847000.0,4362,4,1,3,yes,no,no,yes,yes,2,no,furnished
3399000.0,3742,2,3,2,no,yes,yes,no,yes,2,no,furnished
2137000.0,2810,3,1,1,yes,no,no,no,yes,1,no,unfurnished
6295000.0,6522,3,2,2,no,yes,yes,yes,yes,1,no,furnished
3420000.0,2025,4,1,2,yes,no,no,no,no,1,yes,furnished
6569000.0,6642,2,1,2,no,yes,yes,yes,no,0,no,semi-furnished
7463000.0,4352,4,3,1,yes,yes,no,no,no,0,no,unfurnished
4597000.0,5517,4,1,1,no,yes,yes,no,no,2,yes,semi-furnished
3988000.0,3135,3,1,1,yes,yes,no,yes,no,1,no,semi-furnished
3727000.0,2388,2,1,3,yes,no,no,yes,no,0,no,furnished
6944000.0,7450,4,2,1,no,yes,yes,no,yes,2,no,semi-furnished
3292000.0,3949,1,2,2,yes,no,no,yes,no,1,no,unfurnished
11496000.0,6800,4,1,2,yes,no,yes,no,no,3,no,semi-furnished
6398000.0,8432,4,2,3,yes,yes,no,yes,yes,2,no,unfurnished
4087000.0,3746,2,1,1,yes,no,no,no,yes,1,yes,furnished
5646000.0,8226,4,2,2,no,no,no,no,yes,3,no,furnished
5033000.0,3952,3,1,3,yes,yes,yes,no,no,1,yes,furnished
2509000.0,3152,3,2,2,yes,no,yes,yes,no,1,no,semi-furnished
2416000.0,3621,4,3,2,no,yes,no,yes,no,1,yes,semi-furnished
6436000.0,3699,3,1,3,yes,yes,no,yes,yes,2,no,semi-furnished
3798000.0,4117,1,2,2,yes,yes,yes,no,no,0,no,furnished
5109000.0,6668,4,1,1,yes,yes,yes,yes,yes,3,no,unfurnished
3643000.0,5679,2,2,1,no,no,yes,yes,no,1,yes,unfurnished
9518000.0,6673,2,2,4,yes,yes,yes,yes,yes,1,no,furnished
3506000.0,3658,3,2,1,yes,yes,no,yes,no,0,yes,unfurnished
7445000.0,12005,2,1,1,no,yes,no,yes,no,0,yes,unfurnished
6882000.0,6328,4,2,1,yes,yes,no,no,no,0,no,semi-furnished
5332000.0,8668,3,1,2,no,no,yes,no,no,3,no,semi-furnished
7672000.0,6247,2,3,4,yes,no,yes,yes,yes,0,yes,semi-furnished
4405000.0,4467,4,2,3,no,no,yes,no,yes,0,no,furnished
2638000.0,4426,3,1,1,no,yes,no,yes,no,2,yes,unfurnished
5788000.0,8218,4,1,1,yes,no,yes,yes,no,1,no,furnished
4148000.0,5214,3,1,2,no,yes,no,yes,yes,0,no,semi-furnished
2824000.0,4068,5,1,2,no,no,no,yes,no,0,no,semi-furnished
3360000.0,3626,3,1,2,yes,yes,no,no,no,0,no,furnished
3138000.0,4094,4,2,2,yes,yes,no,yes,no,0,yes,semi-furnished
4986000.0,4384,1,2,1,yes,yes,no,yes,yes,3,yes,semi-furnished
6996000.0,6748,4,1,2,yes,yes,yes,no,yes,1,no,unfurnished
8215000.0,5559,2,1,2,no,no,yes,no,no,0,no,semi-furnished
5201000.0,4495,4,1,1,yes,no,yes,yes,no,1,no,furnished
4396000.0,3383,1,2,1,yes,yes,no,yes,no,0,no,semi-furnished
4506000.0,2786,4,1,1,no,yes,no,yes,yes,0,no,furnished
5097000.0,3686,2,1,4,no,yes,no,no,no,0,yes,semi-furnished
3057000.0,3973,2,2,2,yes,yes,yes,yes,yes,0,no,unfurnished
2980000.0,3372,3,1,2,no,no,yes,yes,yes,1,no,semi-furnished
5395000.0,8248,4,1,1,yes,yes,yes,no,yes,3,yes,furnished
3603000.0,4139,2,2,3,no,yes,yes,yes,yes,1,yes,unfurnished
7443000.0,4439,3,1,1,no,no,no,no,yes,2,yes,unfurnished
3947000.0,3426,5,1,3,no,no,yes,no,no,0,no,semi-furnished
11533000.0,8068,3,1,1,no,yes,yes,no,no,1,yes,semi-furnished
4854000.0,9565,3,1,1,no,yes,no,yes,no,1,no,unfurnished
11955000.0,7800,5,3,3,yes,yes,yes,no,no,2,yes,furnished
6154000.0,5109,2,2,2,no,no,no,yes,yes,0,no,furnished
4601000.0,5149,3,2,3,no,no,yes,no,yes,0,yes,furnished
3149000.0,3452,2,2,2,yes,no,yes,no,yes,1,no,semi-furnished
3278000.0,2815,2,1,1,yes,no,yes,no,no,1,no,furnished
3636000.0,2242,2,1,1,no,no,yes,no,yes,0,yes,furnished
5765000.0,2754,4,2,3,no,no,no,no,no,1,no,unfurnished
5620000.0,7185,4,2,2,no,yes,yes,no,no,0,yes,furnished
2395000.0,4400,2,2,2,yes,no,yes,yes,yes,2,no,furnished
5515000.0,7072,1,1,1,yes,yes,yes,yes,yes,4,no,semi-furnished
3217000.0,3798,4,2,3,no,yes,no,yes,yes,0,yes,semi-furnished
4080000.0,4186,4,2,1,yes,yes,no,no,no,1,no,semi-furnished
5271000.0,4137,4,1,1,no,yes,no,yes,no,1,yes,unfurnished
3751000.0,3760,2,1,1,no,yes,yes,yes,yes,0,no,unfurnished
5156000.0,5390,4,1,4,yes,yes,yes,yes,no,0,no,semi-furnished
6602000.0,5206,5,3,2,no,yes,no,no,no,0,yes,semi-furnished
2781000.0,3027,1,2,1,no,no,no,no,no,1,no,semi-furnished
3225000.0,5776,2,1,1,yes,no,no,no,yes,0,no,furnished
5095000.0,2871,3,2,1,yes,no,yes,no,no,0,yes,furnished
3262000.0,5855,5,2,3,yes,yes,yes,yes,no,0,no,furnished
4905000.0,4861,4,2,2,yes,no,yes,no,no,0,no,furnished
3012000.0,3874,2,1,1,no,yes,no,no,no,1,no,furnished
4484000.0,2400,3,2,3,yes,no,yes,yes,yes,0,yes,unfurnished
6926000.0,6127,3,2,2,yes,no,yes,no,no,1,yes,unfurnished
5168000.0,6255,4,2,1,no,yes,yes,yes,yes,2,no,furnished
3349000.0,2988,3,1,2,no,yes,no,yes,yes,1,yes,furnished
2449000.0,2769,2,1,3,no,yes,yes,yes,no,0,no,furnished
3602000.0,3950,3,3,2,yes,yes,yes,yes,yes,1,yes,furnished
6464000.0,5082,3,1,4,no,yes,no,yes,yes,0,yes,unfurnished
6841000.0,9605,5,3,5,no,no,yes,yes,no,0,yes,unfurnished
3832000.0,3320,3,1,1,yes,no,yes,yes,no,1,no,semi-furnished
2077000.0,3258,3,1,3,yes,no,yes,yes,no,0,yes,semi-furnished
6725000.0,7179,3,2,3,no,yes,no,yes,yes,3,yes,furnished
3351000.0,4199,1,1,2,no,no,no,yes,yes,0,yes,furnished
4418000.0,1976,3,2,3,yes,yes,yes,yes,no,1,no,semi-furnished
2815000.0,6153,3,1,2,no,no,no,yes,yes,0,no,unfurnished
4944000.0,11903,3,2,1,yes,yes,yes,no,no,1,yes,unfurnished
3484000.0,2456,2,1,1,yes,yes,yes,no,yes,0,no,semi-furnished
2678000.0,2694,2,1,2,no,yes,no,yes,no,1,yes,furnished
2783000.0,3930,4,1,1,no,yes,no,no,no,0,no,semi-furnished
2660000.0,3974,1,2,2,yes,yes,yes,yes,yes,1,no,unfurnished
4175000.0,5503,4,1,1,no,yes,yes,no,yes,0,no,unfurnished
2109000.0,4232,3,1,1,no,no,no,yes,yes,0,yes,unfurnished
5799000.0,5985,4,1,2,no,no,yes,yes,no,0,yes,semi-furnished
4112000.0,2883,4,2,2,no,no,no,yes,no,1,no,furnished
2615000.0,3109,3,1,2,no,yes,no,yes,yes,1,no,unfurnished
4420000.0,4686,3,1,3,no,no,no,no,yes,0,no,unfurnished
5229000.0,6040,2,1,1,no,no,yes,no,no,1,no,semi-furnished
2676000.0,2924,2,1,1,yes,yes,yes,yes,yes,0,no,furnished
6019000.0,10025,4,2,2,yes,no,no,no,no,2,yes,unfurnished
3933000.0,4085,4,2,2,yes,yes,yes,no,no,0,yes,semi-furnished
6529000.0,3406,3,2,2,no,yes,no,no,no,3,yes,unfurnished
3065000.0,3776,2,2,1,no,yes,no,yes,yes,0,yes,furnished
3596000.0,5968,3,1,1,yes,yes,no,yes,no,1,no,furnished
3209000.0,2162,3,1,2,no,yes,yes,yes,no,0,yes,unfurnished
7403000.0,10936,3,1,2,no,no,no,yes,yes,2,yes,semi-furnished
3478000.0,3448,7,2,1,no,yes,yes,no,yes,0,yes,semi-furnished
4334000.0,3905,4,1,3,no,yes,no,no,no,2,no,semi-furnished
2052000.0,3915,2,2,1,no,yes,no,yes,no,0,no,furnished
3143000.0,3905,2,1,1,yes,no,yes,yes,yes,0,yes,semi-furnished
3631000.0,3448,2,2,2,no,no,no,yes,yes,0,no,semi-furnished
5662000.0,10986,2,1,1,yes,no,yes,yes,no,1,no,semi-furnished
7158000.0,4733,3,1,3,no,no,yes,no,no,0,yes,semi-furnished
5261000.0,3779,3,2,2,yes,yes,yes,yes,yes,0,no,furnished
3063000.0,3975,2,1,1,yes,yes,yes,no,yes,1,yes,furnished
4884000.0,8842,3,2,1,no,no,yes,no,no,2,no,semi-furnished
4369000.0,5461,2,1,1,no,no,no,no,yes,3,yes,semi-furnished
5897000.0,4415,4,3,2,yes,yes,no,no,no,0,yes,unfurnished
3240000.0,3463,2,2,1,yes,no,yes,yes,yes,3,no,unfurnished
4495000.0,4418,2,3,2,yes,no,yes,no,no,1,no,unfurnished
4554000.0,6305,5,1,4,yes,no,yes,yes,yes,1,yes,semi-furnished
3753000.0,5411,2,2,1,no,yes,no,yes,yes,0,yes,furnished
3592000.0,4126,4,2,2,yes,yes,yes,no,no,2,no,semi-furnished
3086000.0,3310,3,2,1,yes,no,yes,no,no,1,no,furnished
3665000.0,5065,3,1,2,yes,no,no,yes,no,0,no,semi-furnished
7052000.0,6584,3,1,4,yes,yes,yes,no,yes,0,yes,furnished
6285000.0,6114,3,3,4,no,no,no,yes,yes,0,no,furnished
5008000.0,6893,4,2,3,yes,no,no,yes,no,1,no,furnished
4488000.0,1989,5,2,2,yes,yes,no,no,no,0,no,furnished
2242000.0,3813,1,2,2,yes,no,yes,no,yes,0,no,semi-furnished
6197000.0,4582,5,1,1,yes,yes,no,no,no,1,yes,semi-furnished
6516000.0,7800,2,3,4,no,no,no,no,yes,1,no,unfurnished
4868000.0,4855,2,1,2,yes,no,yes,no,no,2,no,unfurnished
2699000.0,3610,3,2,2,yes,yes,no,no,yes,1,yes,unfurnished
2916000.0,4120,2,1,1,no,no,no,no,yes,3,yes,furnished
4824000.0,4892,2,1,1,no,no,no,no,no,0,yes,furnished
4459000.0,2058,6,1,2,yes,no,yes,yes,no,0,no,furnished
6808000.0,7114,4,1,1,yes,no,no,no,yes,1,yes,unfurnished
3257000.0,5452,2,1,1,yes,yes,no,yes,no,0,yes,semi-furnished
3848000.0,3654,4,1,1,yes,no,yes,no,yes,1,no,unfurnished
1642000.0,2538,2,2,1,yes,yes,no,yes,yes,0,yes,unfurnished
4022000.0,4994,2,1,2,yes,yes,no,yes,no,1,no,semi-furnished
4141000.0,5151,3,1,1,no,yes,no,yes,no,0,yes,semi-furnished
4784000.0,4125,4,2,2,yes,no,no,yes,yes,2,no,furnished
4170000.0,5361,5,2,2,no,yes,no,no,no,0,yes,semi-furnished
2763000.0,3675,1,1,2,no,no,no,no,no,0,no,semi-furnished
6726000.0,7867,4,3,3,yes,yes,no,yes,yes,1,yes,furnished
3565000.0,2899,3,2,1,no,no,yes,no,yes,0,yes,furnished
4876000.0,11396,3,2,1,yes,no,no,yes,no,0,no,semi-furnished
4710000.0,5201,3,1,4,no,no,yes,no,yes,0,no,semi-furnished
7644000.0,4716,3,1,3,yes,yes,no,yes,no,0,no,unfurnished
3296000.0,3225,3,1,1,yes,no,yes,no,no,1,no,unfurnished
5934000.0,10182,4,1,3,yes,yes,yes,yes,yes,0,no,semi-furnished
3801000.0,4622,3,3,3,yes,no,yes,no,yes,2,yes,unfurnished
5046000.0,3979,4,1,1,no,no,yes,no,yes,0,yes,semi-furnished
7955000.0,4062,4,2,2,yes,yes,no,yes,yes,0,yes,semi-furnished
